Supplementary Table 2. GAS strains used in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Assembly statistics,,,,,,,Mapping statistics (subsampled),,,,
NS234,7368_6_54,Australia,Oceania ,E6,ST80,89,1994,42,emm42.0,Throat,Pharyngitis,0,This study,,GCA_900991125,13,1733548,246770,224,,ERS076239,1800000,75,33,39.2,73
NS237,7368_6_55,Australia,Oceania ,D5,ST203,178,1994,97,emm97.0,Throat,ND,0,This study,,GCA_900991115,14,1770044,201202,233,,ERS076240,1800000,75,33,39.2,73
NS343,7368_6_56,Australia,Oceania ,D4,ST48,179,1995,225,emm225.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991135,15,1758091,201782,232,,ERS076241,1800000,75,33,39.2,73
NS501,7368_6_57,Australia,Oceania ,M14,ST118,121,1995,14,emm14.4,Blood,iGAS,1,This study,,GCA_900991145,20,1722248,130660,226,,ERS076242,1800000,75,33,39.3,73
NS514,7368_6_58,Australia,Oceania ,E4,ST331,66,1995,73,emm73.0,genital,Genital,0,This study,,GCA_900991155,16,1773971,270428,227,,ERS076243,1800000,75,33,39.3,73
NS678,7368_6_59,Australia,Oceania ,E1,ST39,14,1995,4,emm4.0,Throat,Pharyngitis,0,This study,,GCA_900991175,17,1848709,188597,233,,ERS076244,1800000,75,33,39.3,73
NS909,7368_6_60,Australia,Oceania ,E6,ST117,11,1996,81,emm81.0,Blood,iGAS,1,This study,,GCA_900991165,18,1817297,188936,228,,ERS076245,1800000,75,33,39.2,73
NS1043,7368_6_61,Australia,Oceania ,M221,ST116,237,1997,222,emm222.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991195,10,1751676,280784,235,,ERS076246,1800000,75,33,39.2,73
NS1051,7368_6_62,Australia,Oceania ,E4,ST189,238,1997,114,emm114.2,Blood,iGAS,1,This study,,GCA_900991205,27,1866519,147143,241,,ERS076247,1800000,75,33,39.2,73
NS1185,7368_6_63,Australia,Oceania ,D4,ST10,13,1997,80,emm80.2,Blood,iGAS,1,This study,,GCA_900991185,14,1767634,267991,223,,ERS076248,1800000,75,33,39.2,73
NS1196,7368_6_64,Australia,Oceania ,E1,ST193,80,1997,60,emm60.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991225,17,1799506,186150,236,,ERS076249,1800000,75,33,39.3,73
NS1353,7368_6_65,Australia,Oceania ,M233,ST206,239,1998,233,emm233.1,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991215,24,1758864,193014,224,,ERS076250,1800000,75,33,39.4,73
NS1425,7368_6_66,Australia,Oceania ,E2,ST286,150,1998,13,emm13.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991235,29,1779521,104052,231,,ERS076251,1800000,75,33,39.2,73
NS1438,7368_6_67,Australia,Oceania ,D2,ST318,23,1997,71,emm71.2,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991245,24,1727494,236159,220,,ERS076252,1800000,75,33,39.2,73
NS1498,7368_6_68,Australia,Oceania ,D3,ST594,180,1998,217,emm217.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991255,13,1721477,227977,228,,ERS076253,1800000,75,33,39,73
NS1691,7368_6_70,Australia,Oceania ,E6,ST590,117,1999,75,emm75.3,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991265,31,1778762,117374,224,,ERS076255,1800000,75,33,39.2,73
NS1932,7368_6_71,Australia,Oceania ,E4,ST175,103,1999,22,emm22.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991275,21,1763447,184075,229,,ERS076256,1800000,75,33,39.2,73
NS1944,7368_6_72,Australia,Oceania ,M18,ST535,86,1999,18,emm18.12,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991335,15,1758731,183937,224,,ERS076257,1800000,75,33,39.3,73
NS1951,7368_6_73,Australia,Oceania ,E2,ST418,240,1999,90,emm90.2,Throat,Pharyngitis,0,This study,,GCA_900991285,19,1732918,108460,219,,ERS076258,1800000,75,33,39.3,73
NS1980,7368_6_74,Australia,Oceania ,E4,ST572,27,1999,77,emm77.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991295,18,1773478,283300,228,,ERS076259,1800000,75,33,39.1,73
NS1984,7368_6_75,Australia,Oceania ,E3,ST26,7,1999,82,emm82.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991325,19,1826601,173412,226,,ERS076260,1800000,75,33,39.2,73
NS1988,7368_6_76,Australia,Oceania ,E3,ST603,31,1999,9,emm9.0,genital,Genital,0,This study,,GCA_900991315,23,1820488,176239,223,,ERS076261,1800000,75,33,39.1,73
NS1999,7368_6_77,Australia,Oceania ,E6,ST590,117,1999,75,emm75.3,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991305,33,1778996,120677,229,,ERS076262,1800000,75,33,39.2,73
NS2000,7368_6_78,Australia,Oceania ,E4,ST63,46,1999,77,emm77.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991345,18,1939014,185338,231,,ERS076263,1800000,75,33,39.3,73
NS2012,7368_6_79,Australia,Oceania ,E6,ST593,181,1999,99,emm99.5,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991355,16,1782509,239771,211,,ERS076264,1800000,75,33,39.3,73
NS2023,7368_6_80,Australia,Oceania ,E4,ST46,30,1999,22,emm22.0,Throat,Pharyngitis,0,This study,,GCA_900991365,24,1774643,194410,225,,ERS076265,1800000,75,33,39.2,73
NS2128,7368_6_81,Australia,Oceania ,D4,ST612,151,2000,192,emm192.0,other,ND,0,This study,,GCA_900991395,12,1755424,285926,230,,ERS076266,1800000,75,33,39.4,73
NS2231,7368_6_82,Australia,Oceania ,E3,ST190,15,2000,49,emm49.3,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991375,16,1763890,123456,224,,ERS076267,1800000,75,33,38.8,73
NS2416,7368_6_83,Australia,Oceania ,E2,ST597,241,2000,104,emm104.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991405,14,1813981,229200,218,,ERS076268,1800000,75,33,39.3,73
NS2509,7368_6_84,Australia,Oceania ,E6,ST1020,63,2000,85,emm85.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991385,26,1780495,162897,232,,ERS076269,1800000,75,33,39.4,73
NS2663,7368_6_85,Australia,Oceania ,D4,ST363,152,2001,53,emm53.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991445,24,1780940,222630,244,,ERS076270,1800000,75,33,39.3,73
NS2664,7368_6_86,Australia,Oceania ,E4,ST812,51,2001,89,emm89.14,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991435,20,1809605,191278,231,,ERS076271,1800000,75,33,39.2,73
NS2671,7368_6_87,Australia,Oceania ,E4,ST287,242,2001,102,emm102.7,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991415,16,1799139,151082,220,,ERS076272,1800000,75,33,39.4,73
NS2676,7368_6_88,Australia,Oceania ,E4,ST185,37,2001,232,emm232.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991425,15,1744675,183349,236,,ERS076273,1800000,75,33,39.2,73
NS2679,7368_6_89,Australia,Oceania ,M74,ST120,9,1990,74,emm74.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991455,17,1760144,243244,251,,ERS076274,1800000,75,33,39.2,73
NS2763,7368_6_90,Australia,Oceania ,D4,ST10,13,2001,70,emm70.0,Blood,iGAS,1,This study,,GCA_900991465,21,1799859,239789,233,,ERS076275,1800000,75,33,39.1,73
NS2811,7368_6_91,Australia,Oceania ,E3,ST204,31,2001,9,emm9.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991485,20,1801655,178995,232,,ERS076276,1800000,75,33,39.1,73
NS3003,7368_6_92,Australia,Oceania ,D4,ST48,179,2001,225,emm225.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991475,20,1759039,195231,233,,ERS076277,1800000,75,33,39.2,73
NS3275,7368_6_93,Australia,Oceania ,E4,ST602,243,2002,8,emm8.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991505,18,1747498,168267,225,,ERS076278,1800000,75,33,39.5,73
NS3309,7368_6_94,Australia,Oceania ,D4,ST4,143,2002,86,emm86.1,joint / synovial fluid,iGAS,1,This study,,GCA_900991495,14,1749047,188523,234,,ERS076279,1800000,75,33,39,73
NS3332,7368_6_95,Australia,Oceania ,D4,ST304,8,2002,108,emm108.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991525,11,1759883,240388,240,,ERS076280,1800000,75,33,39.2,73
NS3335,7368_6_96,Australia,Oceania ,A-C4,ST268,38,2002,39,emm39.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991515,29,1845764,174988,229,,ERS076281,1800000,75,33,39.3,73
NS3473,7368_7_1,Australia,Oceania ,E3,ST26,7,2002,82,emm82.0,genital,Genital,0,This study,,GCA_900991535,17,1789155,163126,244,,ERS076282,1800000,75,33,39.4,73
NS4505,7368_7_10,Australia,Oceania ,E2,ST179,85,2004,110,emm110.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991545,25,1778480,108874,262,,ERS076291,1800000,75,33,39.4,73
NS4517,7368_7_11,Australia,Oceania ,D4,ST11,19,2004,53,emm53.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991555,24,1743127,108478,241,,ERS076292,1800000,75,33,39.5,73
NS4518,7368_7_12,Australia,Oceania ,A-C4,ST36,0,2004,12,emm12.1,Throat,ND,0,This study,,GCA_900991565,22,1798030,178738,260,,ERS076293,1800000,75,33,39.3,73
NS4618,7368_7_13,Australia,Oceania ,E2,ST291,177,2004,76,emm76.6,Throat,ND,0,This study,,GCA_900991575,20,1779428,243631,233,,ERS076294,1800000,75,33,39.6,73
NS4624,7368_7_14,Australia,Oceania ,M19,ST616,29,2004,19,emm19.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991605,13,1767026,237460,235,,ERS076295,1800000,75,33,39.5,73
NS4697,7368_7_15,Australia,Oceania ,A-C3,ST28,1,2005,1,emm1.0,Throat,ND,0,This study,,GCA_900991585,14,1800622,222304,244,,ERS076296,1800000,75,33,39.3,73
NS4706,7368_7_16,Australia,Oceania ,E2,ST286,150,2005,13,emm13.0,Throat,ND,0,This study,,GCA_900991615,29,1807102,118192,237,,ERS076297,1800000,75,33,39.6,73
NS4716,7368_7_17,Australia,Oceania ,D4,ST12,8,2005,91,emm91.1,Throat,ND,0,This study,,GCA_900991595,17,1745853,170634,267,,ERS076298,1800000,75,33,39.1,73
NS4743,7368_7_18,Australia,Oceania ,E3,ST549,182,2005,58,emm58.8,Throat,ND,0,This study,,GCA_900991635,23,1822248,162844,246,,ERS076299,1800000,75,33,39.5,73
NS4766,7368_7_19,Australia,Oceania ,E3,ST586,244,2005,183,emm183.2,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991625,11,1796685,283168,215,,ERS076300,1800000,75,33,39.5,73
NS3523,7368_7_2,Australia,Oceania ,A-C2,ST615,246,2002,197,emm197.0,other,ND,0,This study,,GCA_900991645,9,1745385,240523,248,,ERS076283,1800000,75,33,39.3,73
NS4797,7368_7_20,Australia,Oceania ,D2,ST119,34,2005,100,emm100.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991655,21,1840341,187994,225,,ERS076301,1800000,75,33,39.5,73
NS4800,7368_7_21,Australia,Oceania ,D5,ST216,79,2005,97,emm97.1,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991675,23,1833247,244784,222,,ERS076302,1800000,75,33,39.6,73
NS4804,7368_7_22,Australia,Oceania ,E6,ST608,245,2005,81,emm81.2,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991685,18,1843487,162142,237,,ERS076303,1800000,75,33,39.5,73
NS4883,7368_7_23,Australia,Oceania ,E3,ST611,47,2005,103,emm103.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991665,19,1776958,162834,238,,ERS076304,1800000,75,33,39.4,73
NS4982,7368_7_24,Australia,Oceania ,E6,ST80,89,2005,42,emm42.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991695,11,1732722,241165,254,,ERS076305,1800000,75,33,39.5,73
NS4984,7368_7_25,Australia,Oceania ,E4,ST544,116,2005,124,emm124.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991705,13,1728897,323644,248,,ERS076306,1800000,75,33,39.5,73
NS4985,7368_7_26,Australia,Oceania ,M14,ST118,121,2005,14,emm14.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991715,17,1730547,171760,243,,ERS076307,1800000,75,33,39.3,73
NS5025,7368_7_27,Australia,Oceania ,M105,ST954,42,2005,105,emm105.0,Throat,ND,0,This study,,GCA_900991725,17,1769731,208703,262,,ERS076308,1800000,75,33,39.2,73
NS5048,7368_7_28,Australia,Oceania ,M55,ST100,44,2005,55,emm55.0,Throat,ND,0,This study,,GCA_900991735,19,1850659,141735,259,,ERS076309,1800000,75,33,39.4,73
NS5128,7368_7_29,Australia,Oceania ,E4,ST588,27,2005,77,emm77.0,Throat,ND,0,This study,,GCA_900991745,13,1776556,283204,258,,ERS076310,1800000,75,33,39.3,73
NS3785,7368_7_3,Australia,Oceania ,A-C4,ST36,0,2003,12,emm12.0,Throat,ND,0,This study,,GCA_900991775,15,1794801,204860,251,,ERS076284,1800000,75,33,39.3,73
NS5146,7368_7_30,Australia,Oceania ,E1,ST181,119,2005,78,emm78.3,Throat,ND,0,This study,,GCA_900991755,14,1759083,164137,271,,ERS076311,1800000,75,33,39.3,73
NS5340,7368_7_31,Australia,Oceania ,E6,ST1021,247,1991,65,emm65.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991765,27,1737540,95715,270,,ERS076312,1800000,75,33,39.4,73
NS5378,7368_7_32,Australia,Oceania ,E4,ST544,116,1991,124,emm124.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991785,17,1742667,225194,251,,ERS076313,1800000,75,33,39.5,73
NS5427,7368_7_33,Australia,Oceania ,E6,ST598,248,1991,63,emm63.0,normal skin,ND,0,This study,,GCA_900991805,24,1881578,181368,248,,ERS076314,1800000,75,33,39.2,73
NS5434,7368_7_34,Australia,Oceania ,M57,ST33,115,1991,57,emm57.2,normal skin,ND,0,This study,,GCA_900991795,15,1751644,247813,245,,ERS076315,1800000,75,33,39.4,73
NS5496,7368_7_35,Australia,Oceania ,E4,ST994,249,1992,77,emm77.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991815,12,1829012,309027,255,,ERS076316,1800000,75,33,39.5,73
NS5539,7368_7_36,Australia,Oceania ,D4,ST1077,39,1993,33,emm33.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991825,21,1790619,189011,245,,ERS076317,1800000,75,33,39.3,73
NS5544,7368_7_37,Australia,Oceania ,E2,ST617,250,1993,76,emm76.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991835,42,1898195,93415,239,,ERS076318,1800000,75,33,39.3,73
NS5568,7368_7_38,Australia,Oceania ,E4,ST572,27,1992,77,emm77.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991845,15,1734964,283267,268,,ERS076319,1800000,75,33,39.3,73
NS5578,7368_7_39,Australia,Oceania ,D3,ST610,54,1992,123,emm123.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991855,14,1727069,172253,285,,ERS076320,1800000,75,33,39.1,73
NS3844,7368_7_4,Australia,Oceania ,E3,ST192,53,2004,25,emm25.1,Throat,ND,0,This study,,GCA_900991865,21,1805823,200782,244,,ERS076285,1800000,75,33,39.5,73
NS5749,7368_7_40,Australia,Oceania ,A-C3,ST372,49,1987,238,emm238.2,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991895,30,1847462,184454,274,,ERS076321,1800000,75,33,39.1,73
NS5582,7368_7_41,Australia,Oceania ,M18,ST535,86,2005,18,emm18.12,Throat,ND,0,This study,,GCA_900991885,12,1719512,229423,272,,ERS076322,1800000,75,33,39.3,73
NS5615,7368_7_42,Australia,Oceania ,D4,ST3,39,2005,33,emm33.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991875,15,1753680,221648,267,,ERS076323,1800000,75,33,39.3,73
NS5630,7368_7_43,Australia,Oceania ,D4,ST182,18,2005,98,emm98.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991905,14,1740037,171272,252,,ERS076324,1800000,75,33,39.3,73
NS5694,7368_7_44,Australia,Oceania ,D4,ST205,56,2005,230,emm230.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991915,12,1796404,262906,261,,ERS076325,1800000,75,33,39.2,73
NS5758,7368_7_45,Australia,Oceania ,E3,ST176,16,2005,58,emm58.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991925,13,1847701,278292,236,,ERS076326,1800000,75,33,39.2,73
NS5778,7368_7_47,Australia,Oceania ,D4,ST205,56,2005,98,emm98.1,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991935,13,1757837,239764,257,,ERS076328,1800000,75,33,39.4,73
NS5779,7368_7_48,Australia,Oceania ,D4,ST304,8,2005,108,emm108.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900991945,8,1724785,291993,250,,ERS076329,1800000,75,33,39.3,73
NS3850,7368_7_5,Australia,Oceania ,E6,ST584,5,2003,11,emm11.0,other,ND,0,This study,,GCA_900991955,19,1848157,240987,239,,ERS076286,1800000,75,33,39.5,73
NS3870,7368_7_6,Australia,Oceania ,E6,ST609,72,2004,75,emm75.1,Throat,ND,0,This study,,GCA_900991965,12,1862534,190219,236,,ERS076287,1800000,75,33,39.3,73
NS4147,7368_7_7,Australia,Oceania ,E3,ST176,16,2004,58,emm58.0,Throat,ND,0,This study,,GCA_900991995,16,1855347,251988,241,,ERS076288,1800000,75,33,39.4,73
NS4150,7368_7_8,Australia,Oceania ,E4,ST46,30,2004,22,emm22.0,Throat,ND,0,This study,,GCA_900991985,28,1811473,113014,241,,ERS076289,1800000,75,33,39.3,73
NS4155,7368_7_9,Australia,Oceania ,D2,ST318,23,2004,71,emm71.0,Throat,ND,0,This study,,GCA_900991975,22,1728144,245624,236,,ERS076290,1800000,75,33,39.5,73
NS5782,7368_8_49,Australia,Oceania ,E4,ST101,3,2005,89,emm89.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992005,24,1809453,179125,266,,ERS076330,1800000,75,33,39.3,73
NS5789,7368_8_50,Australia,Oceania ,E1,ST39,14,2005,4,emm4.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992015,18,1849410,183515,272,,ERS076331,1800000,75,33,39.1,73
NS5958,7368_8_51,Australia,Oceania ,D4,ST115,21,2005,56,emm56.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992025,15,1774486,220374,275,,ERS076332,1800000,75,33,39.2,73
NS6033,7368_8_52,Australia,Oceania ,E3,ST541,4,2006,87,emm87.0,ear,ND,0,This study,,GCA_900992035,21,1831423,151162,256,,ERS076333,1800000,75,33,39.1,73
NS6078,7368_8_53,Australia,Oceania ,NT,ST92,49,2006,STG653,STG653.1,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992045,20,1703659,162829,244,,ERS076334,1800000,75,33,39.3,73
NS6087,7368_8_54,Australia,Oceania ,E4,ST140,78,2006,114,emm114.2,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992055,13,1712596,149442,261,,ERS076335,1800000,75,33,39.1,73
NS6142,7368_8_55,Australia,Oceania ,E3,ST166,175,2006,183,emm183.2,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992065,11,1751715,281423,264,,ERS076336,1800000,75,33,39.4,73
NS6185,7368_8_56,Australia,Oceania ,E3,ST872,122,2006,15,emm15.1,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992075,14,1709776,217667,273,,ERS076337,1800000,75,33,39.2,73
NS6187,7368_8_57,Australia,Oceania ,E2,ST286,150,2006,13,emm13.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992095,31,1807832,116100,234,,ERS076338,1800000,75,33,39.5,73
NS6221,7368_8_58,Australia,Oceania ,D2,ST119,34,2006,100,emm100.5,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992085,17,1800986,132824,265,,ERS076339,1800000,75,33,39.3,73
NS6263,7368_8_59,Australia,Oceania ,E4,ST185,37,2006,232,emm232.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992105,20,1791566,183914,255,,ERS076340,1800000,75,33,39.3,73
NS6441,7368_8_60,Australia,Oceania ,D4,ST10,13,2006,70,emm70.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992115,15,1799830,242810,257,,ERS076341,1800000,75,33,39.2,73
NS6474,7368_8_61,Australia,Oceania ,E3,ST178,12,2006,44,emm44.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992125,12,1822676,287482,236,,ERS076342,1800000,75,33,39.2,73
NS6531,7368_8_62,Australia,Oceania ,D4,ST12,8,2006,91,emm91.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992135,19,1745871,170688,261,,ERS076343,1800000,75,33,39.2,73
NS6570,7368_8_63,Australia,Oceania ,E3,ST591,26,2007,82,emm82.1,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992155,15,1777629,291651,254,,ERS076344,1800000,75,33,39.4,73
NS6595,7368_8_64,Australia,Oceania ,D3,ST610,54,2007,123,emm123.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,This study,,GCA_900992145,15,1750363,177485,245,,ERS076345,1800000,75,33,39.2,73
NS6648,7368_8_65,Australia,Oceania ,D4,ST579,28,2007,41,emm41.2,Blood,iGAS,1,This study,,GCA_900992165,24,1754286,95926,252,,ERS076346,1800000,75,33,39.2,73
